Source,Copyright,Quarter of Period,Country,Running Sum of Production Additions,Production Additions
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q1,Indonesia,,4
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q4,India,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q3,India,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q2,India,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q1,India,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q4,India,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q3,India,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q2,India,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q1,India,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q4,India,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q3,India,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q2,India,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q1,India,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q4,India,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q3,India,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q2,India,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q1,India,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q4,India,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q3,India,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q2,India,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q1,India,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q4,Guyana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q3,Guyana,,80
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q2,Guyana,,100
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q1,Guyana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q4,Guyana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q3,Guyana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q2,Guyana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q1,Guyana,,100
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q4,Guyana,,150
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q3,Guyana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q2,Guyana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q1,Guyana,,150
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q4,Guyana,,100
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q3,Guyana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q2,Guyana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q1,Guyana,,50
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q4,Guyana,,100
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q3,Guyana,,100
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q2,Guyana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q1,Guyana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q4,Ghana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q3,Ghana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q2,Ghana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q1,Ghana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q4,Ghana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q3,Ghana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q2,Ghana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q1,Ghana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q4,Ghana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q3,Ghana,,20
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q2,Ghana,,10
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q1,Ghana,,10
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q4,Ghana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q3,Ghana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q2,Ghana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q1,Ghana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q4,Ghana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q3,Ghana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q2,Ghana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q1,Ghana,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q4,Gabon,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q3,Gabon,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q2,Gabon,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q1,Gabon,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q4,Gabon,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q3,Gabon,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q2,Gabon,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q1,Gabon,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q4,Gabon,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q3,Gabon,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q2,Gabon,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q1,Gabon,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q4,Gabon,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q3,Gabon,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q2,Gabon,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q1,Gabon,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q4,Gabon,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q3,Gabon,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q2,Gabon,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q1,Gabon,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q4,Egypt,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q3,Egypt,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q2,Egypt,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q1,Egypt,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q4,Egypt,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q3,Egypt,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q2,Egypt,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q1,Egypt,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q4,Egypt,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q3,Egypt,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q2,Egypt,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q1,Egypt,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q4,Egypt,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q3,Egypt,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q2,Egypt,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q1,Egypt,,1
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q4,Egypt,,2
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q3,Egypt,,1
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q2,Egypt,,1
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q1,Egypt,,1
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q4,Ecuador,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q3,Ecuador,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q2,Ecuador,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q1,Ecuador,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q4,Ecuador,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q3,Ecuador,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q2,Ecuador,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q1,Ecuador,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q4,Ecuador,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q3,Ecuador,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q2,Ecuador,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q1,Ecuador,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q4,Ecuador,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q3,Ecuador,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q2,Ecuador,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q1,Ecuador,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q4,Ecuador,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q3,Ecuador,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q2,Ecuador,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q1,Ecuador,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q4,Denmark,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q3,Denmark,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q2,Denmark,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q1,Denmark,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q4,Denmark,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q3,Denmark,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q2,Denmark,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q1,Denmark,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q4,Denmark,,35
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q3,Denmark,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q2,Denmark,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2027 Q1,Denmark,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q4,Denmark,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q3,Denmark,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q2,Denmark,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2026 Q1,Denmark,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q4,Denmark,,20
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q3,Denmark,,10
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q2,Denmark,,10
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025 Q1,Denmark,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q4,Cote d'Ivoire,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q3,Cote d'Ivoire,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q2,Cote d'Ivoire,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2029 Q1,Cote d'Ivoire,,
Source: Energy Intelligence,"COPYRIGHT © 2001-2022 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2028 Q4,Cote d'Ivoire,,
